user_id_idx,reviewerID,rank,item_id_idx,asin,title,predicted_rating
13799,A2Y6IDYSDC9QTY,8,29403,B004LYKOIY,Tale of Two Cities: Circuit City Story,6.1645
13799,A2Y6IDYSDC9QTY,9,20526,6305884129,Wing Chun - Science of In-Fighting VHS,6.1595
13799,A2Y6IDYSDC9QTY,10,15580,B00YJDHGOM,The Civil War Restored for 2015,6.1571
14416,A20R68F4EKYYQ4,1,22560,B00009W5F7,The Junction Boys,5.9041
14416,A20R68F4EKYYQ4,2,8795,B00DD56724,Night Court: The Complete Ninth Season,5.8987
14416,A20R68F4EKYYQ4,3,7598,B002DYKPF6,X-Men: Volume Three,5.8221
14416,A20R68F4EKYYQ4,4,11399,B000QCU534,Samurai Jack: Season 4,5.7426
14416,A20R68F4EKYYQ4,5,12653,B001993YB8,The Facts of Life: Season 4,5.7357
14416,A20R68F4EKYYQ4,6,4889,6305613524,"Sarah Plain &amp; Tall Trilogy:  Sarah, Plain and Tall / Skylark / Winter's End VHS",5.7273
14416,A20R68F4EKYYQ4,7,23186,6305301697,Berlin: Symphony of a Great City,5.6839
14416,A20R68F4EKYYQ4,8,13107,B000T5MP7C,D.L. Hughley: Unapologetic,5.6721
14416,A20R68F4EKYYQ4,9,38062,0790744929,Blonde Crazy VHS,5.659
14416,A20R68F4EKYYQ4,10,16907,B0029XFN80,"Charlie Chan Collection, Vol. 1 - 5",5.6541
17218,A13EWWH67L3RQC,1,37455,B004VUKVVS,Chuck Norris: Karate Kommandos,6.5455
17218,A13EWWH67L3RQC,2,4845,B00CWBPQ22,Tyler Perry's The HAVES &amp; The HAVE-NOTS,6.5087
17218,A13EWWH67L3RQC,3,13272,6304288492,House Calls VHS,6.3937
17218,A13EWWH67L3RQC,4,5905,B003L77G6U,How I Met Your Mother: Season 6,6.3723
17218,A13EWWH67L3RQC,5,10850,B004ZKKL5A,"MST3K Vs. Gamera: Mystery Science Theater 3000, Vol. XXI",6.3708
17218,A13EWWH67L3RQC,6,17806,B00ARWX2SI,Tyler Perry's House Of Payne - Volume 10,6.3458
17218,A13EWWH67L3RQC,7,7678,B000UAFDR0,Icons of Horror Collection: Sam Katzman (The Giant Claw / Creature with the Atom Brain / Zombies of Mora Tau / The Werewolf),6.3368
17218,A13EWWH67L3RQC,8,14452,B000CCBCCQ,Diff'rent Strokes - The Complete Second Season,6.3313
17218,A13EWWH67L3RQC,9,19284,B00KDUE3IC,"A Certain Scientific Railgun S: Season 2, Part 2",6.2998
17218,A13EWWH67L3RQC,10,25341,B00AU577VA,A Gentleman's Dignity,6.2972
20564,A369FL43G2UA2M,1,8777,B005SQRYQY,Adam 12: Season 6,6.5267
20564,A369FL43G2UA2M,2,5479,B0007939Q6,"BEST OF THE NEW SCOOBY-DOO MOVIES, THE (",6.5217
20564,A369FL43G2UA2M,3,14517,B003SPDS8U,Full Metal Panic FUMOFFU - The Complete Series,6.3556
20564,A369FL43G2UA2M,4,35432,B004BJ5GA0,Cat Shit One - THE ANIMATED SERIES (Episode 1) - Blu-ray English Edition,6.3218
20564,A369FL43G2UA2M,5,6530,B008EPKWWE,Thomas &amp; Friends: Blue Mountain Mystery - The Movie,6.2972
20564,A369FL43G2UA2M,6,28712,6304887086,Late Bloomers VHS,6.2872
20564,A369FL43G2UA2M,7,17789,B00914YLAG,Heist: Who Stole the American Dream?,6.2539
20564,A369FL43G2UA2M,8,46481,6305867674,On Our Merry Way,6.2328
20564,A369FL43G2UA2M,9,14246,B002OOWL98,Diff'rent Strokes: Season 3,6.1862
20564,A369FL43G2UA2M,10,18842,B01BN52ZWG,WWE: Living on a Razors Edge:Scott Hall,6.1389
22831,AYFYP9PBOCMRE,1,26306,B00E688GU8,Nakaimo: Complete Collection,5.3403
22831,AYFYP9PBOCMRE,2,29252,B001GMH8XI,Celebrate With Kai-Lan (Fullscreen),5.3021
22831,AYFYP9PBOCMRE,3,52313,B001P4QPKO,The Black List: Intimate Portraits of Black America - Volume 1,5.2941
22831,AYFYP9PBOCMRE,4,4786,B00009VRF0,The Dick Van Dyke Show: Season 1,5.2577
22831,AYFYP9PBOCMRE,5,9144,B0014LY9JM,"Fat Into The Fire Workout I with Weights, Cardio, and Yoga",5.2569
22831,AYFYP9PBOCMRE,6,28273,B006MJRQTQ,Sue Thomas F.B.Eye Volume 4,5.2093
22831,AYFYP9PBOCMRE,7,32927,B0000714F1,Mahalia Jackson - The Power and the Glory: The Life and Music of the World's Greatest Gospel Singer,5.2049
22831,AYFYP9PBOCMRE,8,8659,B009M5014E,Mickey Mouse Clubhouse: Mickey &amp; Donald Have a Farm,5.1934
22831,AYFYP9PBOCMRE,9,6652,B001NRY6R2,Fat Head,5.1893
22831,AYFYP9PBOCMRE,10,14783,B001AHPB2Y,Survivorman: Season 2,5.1761
26220,A3LAQ6T7Z3B7GA,1,20686,B000O59A1G,"Gomer Pyle, U.S.M.C.: Season 2",6.2013
26220,A3LAQ6T7Z3B7GA,2,4390,B00PHSDS0E,The Tale of the Princess Kaguya,6.027
26220,A3LAQ6T7Z3B7GA,3,33957,B00D23GQ96,"Silver Whip, The",5.9753
26220,A3LAQ6T7Z3B7GA,4,30605,B002BIULN0,One Foot in the Grave: The Christmas Specials,5.963
26220,A3LAQ6T7Z3B7GA,5,14484,B00144PA06,Remington Steele - Seasons 1-5,5.9402
26220,A3LAQ6T7Z3B7GA,6,17990,B000034DE3,Petticoat Junction,5.9388
26220,A3LAQ6T7Z3B7GA,7,10358,B005IA9JQI,Friends: The Complete Seventh and Eighth Seasons,5.9317
26220,A3LAQ6T7Z3B7GA,8,20931,B00CUHMZOK,Rieu Royale: Live,5.931
26220,A3LAQ6T7Z3B7GA,9,12052,B0090W3BNM,Spongebob Squarepants: Complete Fifth Season,5.9299
26220,A3LAQ6T7Z3B7GA,10,8381,B000E8JO32,The Cecil B. DeMille Collection: (Cleopatra/ The Crusades/ Four Frightened People/ Sign of the Cross/ Union Pacific),5.8936
30587,A2HR5J6DU7FBHW,1,40627,6305812950,Trigun - High Noon Vol. 8  VHS,5.6666
30587,A2HR5J6DU7FBHW,2,9866,B001E6JC30,Petticoat Junction -  The Official First Season,5.6658
30587,A2HR5J6DU7FBHW,3,13889,B000LPS2TK,Deadliest Catch - Season 1,5.6442
30587,A2HR5J6DU7FBHW,4,8032,B0001HAI0E,Samurai Jack: Season 1,5.5686
30587,A2HR5J6DU7FBHW,5,9138,B000NHG7C0,What's New Scooby Doo?S2 (DVD),5.536
30587,A2HR5J6DU7FBHW,6,11278,B00FJO95TE,Petticoat Junction: The Official Third Season,5.4926
30587,A2HR5J6DU7FBHW,7,33365,B000VNMMY8,Steve Nash MVP-Basketball Fundamentals,5.4886
30587,A2HR5J6DU7FBHW,8,11525,6303363598,Record of Lodoss War 1 VHS,5.4864
30587,A2HR5J6DU7FBHW,9,7906,0788861956,Desperate Housewives: Second Season the Extra Juicy Edition,5.4863
30587,A2HR5J6DU7FBHW,10,9072,B00Y0QOK92,The Salvation,5.4251
31429,A3M6239OZN0URN,1,8625,B000HDRB6G,3rd Rock from the Sun: Season 6,3.4883
31429,A3M6239OZN0URN,2,7595,B001IBCS3C,NOVA: Fractals - Hunting the Hidden Dimension,3.4822
31429,A3M6239OZN0URN,3,11255,B009UHH26O,Automan: Complete Series [Region 2],3.4736
31429,A3M6239OZN0URN,4,49838,6301961412,Amazing Stories - Book One VHS,3.4613
31429,A3M6239OZN0URN,5,26745,B0002TSZII,Star Power Pack: (Legends of the Fall / A River Runs Through It / The Devil's Own),3.4294
31429,A3M6239OZN0URN,6,9113,B00008G8P2,Andromeda: Season 2 - Collection 1 - Episode 201-205,3.4159
31429,A3M6239OZN0URN,7,16336,6304056915,Saratoga Trunk VHS,3.4132
31429,A3M6239OZN0URN,8,6400,B00AX5B0QU,Celtic Thunder: Mythology,3.4018
31429,A3M6239OZN0URN,9,47211,B000A1IJS4,Agatha Christie's Poirot: Sad Cypress,3.3905
31429,A3M6239OZN0URN,10,28697,6304410646,Caught VHS,3.3814
34630,A3LG3G0T0Z2RH3,1,48648,B0054S352I,The Gilded Lily,5.1877
34630,A3LG3G0T0Z2RH3,2,14296,B0071LEFY8,Black Butler: Complete 2nd Season,5.0224
34630,A3LG3G0T0Z2RH3,3,27302,B00EPA3UO4,Alvin Chipmunks Triple Feature Alvin and the Chipmunks / Alvin and the chipmunks: The squeakquel / Alvin and the chipmunks: Chipwrecked,4.9949
34630,A3LG3G0T0Z2RH3,4,27616,730216956X,"The Gospel Music of the Statler Brothers, Vol 1 / Gaither Gospel Series",4.9933
34630,A3LG3G0T0Z2RH3,5,24451,B00A2YFPXQ,This Week in Baseball: Season 1,4.9733
34630,A3LG3G0T0Z2RH3,6,5686,B0084I9QIW,Michael Jackson: Live At Wembley,4.9439
34630,A3LG3G0T0Z2RH3,7,2330,1586683950,Emmet Otter's Jug-Band Christmas,4.9343
34630,A3LG3G0T0Z2RH3,8,3874,B000IHYXJO,"Perry Mason: Season 1, Vol. 2",4.923
34630,A3LG3G0T0Z2RH3,9,31857,B001AV3BY0,House: Seasons 1 - 4 Collection,4.9015
34630,A3LG3G0T0Z2RH3,10,26189,B00652U6WE,Wild Kratts: Predator Power,4.876
36682,A1XY6K1VVSAY9Q,1,8625,B000HDRB6G,3rd Rock from the Sun: Season 6,5.2779
36682,A1XY6K1VVSAY9Q,2,25535,1574922815,The Piano Lesson Hallmark Hall of Fame  VHS,5.2256
36682,A1XY6K1VVSAY9Q,3,16264,B00MZ3X3UE,Infinite Stratos II,5.0755
36682,A1XY6K1VVSAY9Q,4,10358,B005IA9JQI,Friends: The Complete Seventh and Eighth Seasons,5.0686
36682,A1XY6K1VVSAY9Q,5,7515,B004L5GY82,Laramie: Season 1,5.0627
36682,A1XY6K1VVSAY9Q,6,11693,B00W7AG7JE,The Drop Box,5.0614
36682,A1XY6K1VVSAY9Q,7,10255,6300153029,G.I. Joe: A Real American Hero VHS,5.0587
36682,A1XY6K1VVSAY9Q,8,23846,B01940YDD6,A French Village: Season 2,5.0492
36682,A1XY6K1VVSAY9Q,9,38621,B0001GOHDO,Gene Autry V.2,5.0435
36682,A1XY6K1VVSAY9Q,10,6418,6300987485,Beau Geste VHS,5.0367
38393,A3NMB8QJSR1ZOR,1,7515,B004L5GY82,Laramie: Season 1,5.0108
38393,A3NMB8QJSR1ZOR,2,8757,B001F2U700,Yu Yu Hakusho,5.0094
38393,A3NMB8QJSR1ZOR,3,8625,B000HDRB6G,3rd Rock from the Sun: Season 6,4.9791
38393,A3NMB8QJSR1ZOR,4,18339,B00OIKJK4U,Bronco: Season Two R,4.9645
38393,A3NMB8QJSR1ZOR,5,7077,B000CMNJPE,MACGYVER: COMPLETE FIFTH SEASON,4.9445
38393,A3NMB8QJSR1ZOR,6,23827,B011KG2KLO,"007: The Roger Moore Collection, Vol. 1",4.9388
38393,A3NMB8QJSR1ZOR,7,25098,B001JAHS78,The Facts of Life,4.9267
38393,A3NMB8QJSR1ZOR,8,14219,B001CO42CK,"Looney Tunes: Spotlight Collection, Vol. 6",4.8838
38393,A3NMB8QJSR1ZOR,9,11359,B00005JOXZ,The Practice,4.8536
38393,A3NMB8QJSR1ZOR,10,13650,B001E6HUXO,"Rawhide - Season Three, Vol. 2",4.8508
42738,A3L8HBEHO5SBXU,1,8450,B011MUA592,Avatar - The Last Airbender: The Complete Series,2.8123
42738,A3L8HBEHO5SBXU,2,17117,6303471714,Shape Your Body Workout VHS,2.7755
42738,A3L8HBEHO5SBXU,3,10703,B00EF4U7AK,Keeping Up Appearances: CS SE (DVD),2.758
42738,A3L8HBEHO5SBXU,4,27875,B000FUH350,Hustle: The Complete Season 1,2.7549
42738,A3L8HBEHO5SBXU,5,8418,B005535JSK,New Tricks: Series 7,2.739
42738,A3L8HBEHO5SBXU,6,21903,B00012FNBI,Yoga Total Tune-UP,2.721
42738,A3L8HBEHO5SBXU,7,18456,B000005XY3,Beginning Callanetics VHS,2.681
42738,A3L8HBEHO5SBXU,8,4089,B003K02EV0,My Name Is Khan New Shahrukh - Kajol Hindi Film / Bollywood Movie / Indian Cinema,2.6715
42738,A3L8HBEHO5SBXU,9,15041,B000I2JCAY,Yoga Beauty Body,2.6628
42738,A3L8HBEHO5SBXU,10,16960,B006BZ8NZM,Super Shark,2.6472
42906,A3Q83VI243WI7U,1,28779,B00005094J,3X3 Eyes,5.0649
42906,A3Q83VI243WI7U,2,4898,B0009X770O,Hammer Horror Series: (Brides of Dracula / Curse of the Werewolf / Phantom of the Opera / Paranoiac / Kiss of the Vampire / and more),5.0352
42906,A3Q83VI243WI7U,3,9810,B00000FB1U,The Sterile Cuckoo VHS,4.9528
42906,A3Q83VI243WI7U,4,24941,B000EZ9066,Before the Fall,4.9512
42906,A3Q83VI243WI7U,5,16339,6304304218,Doctor Who - The Mark of the Rani VHS,4.9418
42906,A3Q83VI243WI7U,6,3570,6301744128,Zardoz VHS,4.9347
42906,A3Q83VI243WI7U,7,25492,B011LV3GJI,"50 Years with Peter, Paul and Mary",4.9313
42906,A3Q83VI243WI7U,8,23186,6305301697,Berlin: Symphony of a Great City,4.8864
42906,A3Q83VI243WI7U,9,20575,B00007ELFF,Two of Us,4.8527
42906,A3Q83VI243WI7U,10,17339,B004I1JYI6,4 Movie Marathon Dark Comedy: Serial Mom / Nurse Betty / Very Bad Things / Your Friends &amp; Neighbors,4.8394
49355,AQ9VXKC7UN0NX,1,34582,B000067D1V,Harry and Walter Go to New York,5.0965
49355,AQ9VXKC7UN0NX,2,14783,B001AHPB2Y,Survivorman: Season 2,4.9641
49355,AQ9VXKC7UN0NX,3,6735,B00CTWSGA8,Charlie Chan Collection (Shadows Over Chinatown / Docks of New Orleans / Shanghai Chest / The Golden Eye),4.9484
49355,AQ9VXKC7UN0NX,4,7906,0788861956,Desperate Housewives: Second Season the Extra Juicy Edition,4.9428
49355,AQ9VXKC7UN0NX,5,13287,B00000F62D,Serial VHS,4.9423
49355,AQ9VXKC7UN0NX,6,10761,B00004UD5I,Baby Van Gogh Video &amp; Book  VHS,4.9382
49355,AQ9VXKC7UN0NX,7,10007,B0016KCCCM,The Boondocks: Season 2,4.9334
49355,AQ9VXKC7UN0NX,8,25098,B001JAHS78,The Facts of Life,4.897
49355,AQ9VXKC7UN0NX,9,10255,6300153029,G.I. Joe: A Real American Hero VHS,4.8932
49355,AQ9VXKC7UN0NX,10,43408,B00004U8N2,Suckers,4.8919
50209,A192NXERQ6IPOL,1,18632,B001E75QHU,A Colbert Christmas: The Greatest Gift of All!,5.9414
50209,A192NXERQ6IPOL,2,21267,B0009ZE9XU,Beethoven: The Pooch Pack,5.8052
50209,A192NXERQ6IPOL,3,6466,B00HA0FOEU,Columbo: Mystery Movie Collection 1991-2003,5.7359
50209,A192NXERQ6IPOL,4,10895,B00MHIKQB6,Star Wars Rebels: Spark Of Rebellion,5.7242
50209,A192NXERQ6IPOL,5,6824,6303011594,Little Lord Fauntleroy VHS,5.7201
50209,A192NXERQ6IPOL,6,13219,B00VW70MGW,Sailor Moon R: Season 2 Part 1,5.6959
50209,A192NXERQ6IPOL,7,11803,B00113ALL8,Magnum P.I.: The Complete Eighth Season,5.682
50209,A192NXERQ6IPOL,8,31267,6304510772,Vampirella VHS,5.64
50209,A192NXERQ6IPOL,9,19742,B009DH36ZC,Medical Center: The Complete Second Season,5.6196
50209,A192NXERQ6IPOL,10,17006,B00CDV4Q9A,Dr. Kildare: The Complete First Season,5.5976
52737,A2MDQGNPAWPYTQ,1,49508,B00UGPNQKA,Amadeus - Director's Cut (Two-Disc Special Edition) by Warner Home Video,3.5879
52737,A2MDQGNPAWPYTQ,2,13378,B0013J1WKY,Christina Aguilera Back to Basics Live and Down Under Dvd ( 2 Disc Set ),3.5831
52737,A2MDQGNPAWPYTQ,3,20542,B00004U3UK,Sharpe's Rifles,3.5421
52737,A2MDQGNPAWPYTQ,4,23515,B001QY08BK,Guns of the West 100 Movie Pack,3.5275
52737,A2MDQGNPAWPYTQ,5,54146,B01GE8HPOK,Jayson Bend: Queen and Country UK,3.5141
52737,A2MDQGNPAWPYTQ,6,19826,B00NI2CRQC,Best Day Ever,3.5141
52737,A2MDQGNPAWPYTQ,7,51485,B000HT3SA8,Going Back,3.4592
52737,A2MDQGNPAWPYTQ,8,24858,B0002OXUTM,Doug Stanhope - Deadbeat Hero,3.4474
52737,A2MDQGNPAWPYTQ,9,8941,B01BP47HLY,Laughing In the Dark,3.4417
52737,A2MDQGNPAWPYTQ,10,28168,B003M9ZA56,Confidant,3.4094
60701,A2X3AHOQ05PSUT,1,37099,B0013D8LBI,A Dirty Carnival,3.8096
60701,A2X3AHOQ05PSUT,2,22532,B00006G8GD,The Captain's Paradise,3.7658
60701,A2X3AHOQ05PSUT,3,25516,B01CDT5ZTG,Kingdom Of Blood Digital,3.698
60701,A2X3AHOQ05PSUT,4,22750,B001957A1W,The Neighbor,3.6723
60701,A2X3AHOQ05PSUT,5,21870,B00006ADDW,The Canterville Ghost,3.6264
60701,A2X3AHOQ05PSUT,6,18538,B000679NLO,Simon &amp; Garfunkel: Old Friends - Live on Stage,3.6081
60701,A2X3AHOQ05PSUT,7,51120,B0009VI4VC,Geri Yoga With Katy Appleton,3.5776
60701,A2X3AHOQ05PSUT,8,34603,B00006JDRE,Chanukah &amp; Passover Surprise,3.5607
60701,A2X3AHOQ05PSUT,9,48656,B0056EBHW0,"Tim &amp; Eric Awesome Show, Great Job!: Seasons 1-5",3.5583
60701,A2X3AHOQ05PSUT,10,28503,B00O20UV1C,Live At Austin City Limits,3.5239
65260,A168P0O1NJFMB9,1,34114,B00OAIHJ0C,Candyman: Farewell To The Flesh,5.0114
65260,A168P0O1NJFMB9,2,23447,B00120LPPG,WWE: Edge - A Decade of Decadence,4.9224
65260,A168P0O1NJFMB9,3,10255,6300153029,G.I. Joe: A Real American Hero VHS,4.9088
65260,A168P0O1NJFMB9,4,18912,6305502560,They Call Me Trinity/Trinity Is Still My Name VHS,4.9006
65260,A168P0O1NJFMB9,5,47504,B000H5U6CK,The Starlite Drive-In Theater: (The Pom Pom Girls / The Van ),4.8877
65260,A168P0O1NJFMB9,6,11228,B00344EAI2,Dread: After Dark Horrorfest 4,4.8612
65260,A168P0O1NJFMB9,7,43523,B00005YUOR,Dark Shadows (1966): Memories,4.8526
65260,A168P0O1NJFMB9,8,31979,B002WIDRKS,G.I. Joe A Real American Hero: Season 1.3,4.8512
65260,A168P0O1NJFMB9,9,4681,B002N5N5LG,Community: Season 1,4.8223
65260,A168P0O1NJFMB9,10,5684,B0053O89QU,"Middle, The: S3 (DVD)",4.822
65638,A1B8P3343KRXI9,1,42739,B00K31RC2U,War Birds Over The Trenches,4.425
65638,A1B8P3343KRXI9,2,27911,B000K7UBYI,Dora the Explorer - Musical School Days,4.4014
65638,A1B8P3343KRXI9,3,25019,B000S2B23E,Masterpiece Theatre - The Bronte Collection: (Jane Eyre / Wuthering Heights),4.348
65638,A1B8P3343KRXI9,4,48718,B005L3991C,Jason Crabb Live: The Song Lives On,4.347
65638,A1B8P3343KRXI9,5,39452,B002XDE9CC,Must See Places in the World: Mystic Lands,4.2795
65638,A1B8P3343KRXI9,6,35480,B004XYABQ2,American Muscle Car: The Complete Series,4.2773
65638,A1B8P3343KRXI9,7,38251,6304967160,Carlos Hathcock: Marine Sniper: War Stories and Tactical Tips from the Master Sniper VHS,4.2743
65638,A1B8P3343KRXI9,8,24494,B00EMLRKIS,Classic TV Comedy Christmas,4.2719
65638,A1B8P3343KRXI9,9,15477,B004DAS3AW,Dalziel and Pascoe - Series 10 [Non-usa Format / Import / Region 2 / Pal],4.2215
65638,A1B8P3343KRXI9,10,34208,B01BNJ8MF6,1916: The Irish Rebellion BBC/RTE Narrated by Liam Neeson,4.2142
71945,A3MVWMG910X6JP,1,18065,B000CEXF56,Danielle Steel's: Family Album Parts 1 &amp; 2,4.103
71945,A3MVWMG910X6JP,2,22340,B00Q57MP8C,Atlantis: Season 2 Part 1,4.0003
71945,A3MVWMG910X6JP,3,57179,B001BSBBPI,The Three Stooges: Live and Hilarious - In COLOR! Also Includes the Original Black-and-White Version which has been Beautifully Restored and Enhanced!,3.9267
71945,A3MVWMG910X6JP,4,13045,B00003CXIA,The Flintstones in Viva Rock Vegas,3.8922
71945,A3MVWMG910X6JP,5,20422,B00YOTINCA,Bring It On: The Championship Collection,3.8831
71945,A3MVWMG910X6JP,6,35451,B004ISVH7K,Night At Sky Church,3.8628
71945,A3MVWMG910X6JP,7,45022,B003VADRVK,Anthony Bourdain: No Reservations Collection 5 Part 1,3.8548
71945,A3MVWMG910X6JP,8,42361,B007K7IB0C,The Layover,3.8543
71945,A3MVWMG910X6JP,9,37785,B00I40K6PC,Tweety Pie and Friends,3.8532
71945,A3MVWMG910X6JP,10,35138,B0018RNEWA,Joe Louis: America's Hero... Betrayed,3.8106
83915,A3I3O6QL7XLA04,1,7324,B000NDEXFC,Les Miserables in Concert: The Dream Cast,4.2197
83915,A3I3O6QL7XLA04,2,16950,B005EKWZD6,C.O.P.S - Volume 2,4.0751
83915,A3I3O6QL7XLA04,3,36871,B000HC2LIA,Hot Wheels Acceleracers Boxed Set: (Ignition / The Speed of Silence / Breaking Point / The Ultimate Race),4.0512
